INDEX,RENT
1,35910.32
2,25930.653333333332
3,22720.585757575758
4,26509.323333333334
5,33210.83666666667
6,41001.911111111105
7,69666.59333333334
8,25269.576666666668
9,26148.956666666665
10,38638.62
11,18612.666666666668
12,63589.88333333333
13,44197.276666666665
14,33676.66333333333
15,21534.363333333335
16,27641.696666666667
17,24461.6
18,34532.06333333333
19,23562.818666666666
20,36091.33
21,53586.92333333333
22,34398.956666666665
23,25140.0
24,21394.0
25,11135.68
26,21103.926666666666
27,25277.896666666667
28,18291.13
29,37022.246666666666
30,36839.28666666667
31,27069.833636363637
32,28366.25
33,36479.0
34,28258.253333333334
35,17958.933333333334
36,30888.306666666667
37,25571.41555555555
38,21365.433333333334
39,15029.746666666666
40,29625.0
41,29611.612406685912
42,26374.896666666667
43,22428.123333333333
44,17660.783333333333
45,30549.5
46,23766.25
47,32317.996666666666
48,37506.98333333333
49,20547.56
50,17503.0
51,30699.996666666666
52,14488.0
53,25747.926666666666
54,20071.666666666668
55,24027.323333333334
56,22216.255555555555
57,28287.333333333332
58,61626.64666666667
59,56529.35666666667
60,25301.986666666668
61,30828.333333333332
62,23344.666666666668
63,17629.333333333332
64,20535.33
65,27039.663333333334
66,31954.66925925926
67,30918.0
68,44060.97
69,28032.575757575756
70,22793.456666666665
71,24863.93883146677
72,29890.26222222222
73,29515.007777777773
74,24229.35
75,22866.30638888889
76,20028.213333333333
77,25220.263333333332
78,35536.66
79,33945.57666666667
80,22802.0
81,33665.95
82,59682.933333333334
83,52142.58
84,32162.666666666668
85,30857.0
86,66876.57333333333
87,37919.40111111111
88,23273.27666666667
89,25043.666666666668
90,19138.396666666667
91,19138.923333333332
92,43597.666666666664
93,35892.82666666667
94,23960.036666666667
95,25223.91
96,22795.666666666668
97,30630.31333333333
98,24827.833333333332
99,28235.89
100,19514.53
101,20652.173333333332
102,26978.423333333332
103,26134.243333333332
104,20320.08
105,27117.463333333333
106,36510.96333333333
107,23504.442905982905
108,19597.996666666666
109,36978.49333333333
110,26459.93666666667
111,27705.666666666668
112,36939.30333333334
113,18802.17
114,29693.333333333332
115,25022.456666666665
116,21040.6
117,23951.846666666668
118,30996.32
119,18083.273333333334
120,29355.888888888887
121,28278.064592592593
122,17900.163333333334
123,21548.333333333332
124,24744.882497531173
125,35458.176666666666
126,25329.37
127,27446.353333333333
128,21630.40666666667
129,28991.667614774113
130,30188.63
131,28006.59
132,32782.666666666664
133,25341.04
134,35463.333333333336
135,26263.506666666668
136,29463.907777777775
137,23636.65
138,40976.77
139,29150.56333333333
140,23056.993333333332
141,34776.666666666664
142,60271.236666666664
143,22242.333333333332
144,22794.0
145,24020.15206349206
146,31045.233991026736
147,23153.876666666667
148,22781.556666666667
149,26091.785799545287
150,27297.73376719577
151,28425.883333333335
152,25006.743262195123
153,27845.833333333332
154,28613.77444444444
155,44219.333333333336
156,32054.87111111111
157,30800.233333333334
158,22184.421994683682
159,21142.25
160,58907.956666666665
161,23539.316666666666
162,22778.666666666668
163,29923.31333333333
164,23424.316666666666
165,26344.63
166,21679.607777777775
167,41953.58
168,23327.763333333332
169,28238.656444444445
170,24696.306666666667
171,125440.11333333333
172,19535.713333333333
173,109098.20055555555
174,26428.38111111111
175,52258.33
176,24477.987777777777
177,34881.81
178,31802.153333333332
179,22866.59
180,12502.99
181,123709.31333333334
182,30088.71
183,25953.786666666667
184,30699.243333333332
185,24790.99
186,25570.396666666667
187,27280.01
188,19898.2
189,24023.883333333335
190,29880.666666666668
191,33082.37179365079
192,28187.682539682537
193,26126.49314892076
194,74472.76666666666
195,26811.663333333334
196,69897.66
197,23058.52011904762
198,25066.326666666668
199,38620.532222222224
200,32217.35
201,35444.666666666664
202,28036.333333333332
203,42425.79
204,21718.25
205,49366.956666666665
206,34045.75666666667
207,27071.576666666668
208,34659.93666666667
209,31471.943333333333
210,32191.323333333334
211,54244.91
212,28993.99
213,23113.83
214,26116.666666666668
215,14907.433333333332
216,59638.77888888889
217,20002.163333333334
218,30526.466666666667
219,41438.49333333333
220,21937.996666666666
221,121093.33333333333
222,18054.236666666668
223,35432.04666666667
224,19855.69
225,25169.8
226,17431.96
227,26112.3
228,44724.81333333333
229,38064.333333333336
230,22606.333333333332
231,16679.943333333333
232,25628.18
233,23439.015
234,24141.496666666666
235,22426.518333333333
236,28807.166666666668
237,49986.16
238,23997.79
239,25458.56333333333
240,60153.95
241,26818.035
242,30439.166666666668
243,29482.666666666668
244,25213.92
245,31269.506666666668
246,26876.993333333332
247,22415.463333333333
248,37162.0
249,22226.536666666667
250,22503.333333333332
251,23124.976666666666
252,36776.666666666664
253,24384.59
254,25200.63970899471
255,24609.29
256,49009.996666666666
257,16188.626666666667
258,27218.666666666668
259,20711.08
260,92566.61333333333
261,21312.92
262,50854.65
263,51509.99333333333
264,28498.993333333332
265,26196.256666666668
266,24017.96888888889
267,23342.47
268,35801.97
269,18784.54
270,22870.326666666668
271,28187.94
272,22011.682365418892
273,27431.54
274,25536.153195461946
275,51444.09333333333
276,66923.96666666666
277,24909.95
278,15625.296666666667
279,98491.47
280,30554.886666666665
281,38381.25
282,26984.333333333332
283,18469.086666666666
284,19871.62
285,101846.62833333333
286,31257.42555555556
287,28186.463333333333
288,24809.23
289,21530.86
290,26682.283333333333
291,23150.89
292,53386.28666666667
293,25167.904484126982
294,70260.25666666667
295,33164.22222222222
296,22910.261111111115
297,24007.446666666667
298,40916.27333333333
299,36295.263333333336
300,21046.333333333332
301,23680.72
302,84762.21666666666
303,38264.29666666667
304,24854.503333333334
305,36867.97666666667
306,30509.323333333334
307,23761.75
308,21528.96
309,30521.333333333332
310,34131.996666666666
311,27135.246666666666
312,48882.37
313,45219.55222222223
314,30501.366666666665
315,28452.663333333334
316,27538.876666666667
317,24817.106666666667
318,22519.633333333335
319,15070.666666666666
320,17565.866666666665
321,25739.309590643275
322,64112.5
323,48085.573333333334
324,22616.593333333334
325,39213.333333333336
326,36783.16
327,18700.616666666665
328,30621.97
329,39243.323333333334
330,23000.226666666666
331,25153.096666666668
332,24963.59
333,23920.3
334,33753.333333333336
335,21840.52666666667
336,24837.6
337,24773.44
338,27636.0
339,24064.713333333333
340,33754.99333333333
341,29458.993333333332
342,24485.996666666666
343,31914.466666666667
344,91637.73666666666
345,50163.93666666667
346,23335.31777777778
347,17632.926666666666
348,30590.77
349,25205.672222222223
350,48693.33
351,48144.863333333335
352,17759.333333333332
353,22490.455944444446
354,42970.99
355,25141.653333333332
356,22328.616666666665
357,20967.85
358,25390.503333333334
359,37912.66
360,55057.36222222222
361,22329.553456959708
362,27051.766666666666
363,16292.053333333333
364,25638.923333333332
365,19709.993333333332
366,22598.666666666668
367,22977.18
368,18726.733333333334
369,29882.63444444444
370,31925.666666666668
371,18279.0
372,27522.08
373,30194.666666666668
374,23993.0
375,46047.99333333333
376,17811.06
377,18093.63
378,25294.933333333334
379,23580.456666666665
380,24903.74888888889
381,21841.056666666667
382,35489.542222222226
383,41942.98
384,26110.266666666666
385,21423.826666666668
386,16994.47
387,32753.333333333332
388,38141.316666666666
389,18505.57
390,20732.809523809523
391,21031.0
392,31278.136666666673
393,29077.666666666668
394,40386.34
395,35650.443333333336
396,23569.326666666668
397,13235.986666666666
398,35184.94666666666
399,26346.0
400,24879.046666666665
401,71619.23666666666
402,41228.65666666667
403,25157.07
404,31503.475555555553
405,22272.293333333335
406,22741.83
407,21812.559523809523
408,23958.607222222225
409,23034.59
410,29388.833333333332
411,24025.213333333333
412,20983.666666666668
413,23031.92
414,22981.0
415,27311.47
416,29743.966666666667
417,33978.316666666666
418,36161.58666666667
419,22354.87
420,65289.76
421,24381.31
422,50607.28333333333
423,37229.79666666667
424,15620.946666666667
425,21885.704444444444
426,30937.466666666667
427,22712.04457627119
428,17749.39
429,31208.853333333333
430,26972.717407407406
431,29268.316666666666
432,52301.65666666667
433,33642.96666666667
434,18949.58
435,20900.333333333332
436,31317.573333333334
437,26531.61
438,22122.31
439,26614.293333333335
440,15472.62
441,21371.15
442,23045.666666666668
443,24954.404444444444
444,24528.86
445,28553.83
446,17762.66
447,25017.87
448,28229.653333333332
449,26140.13
450,17447.833333333332
451,32181.66
452,23459.33
453,19691.166666666668
454,68827.81333333334
455,59273.33
456,28256.72361111111
457,24312.142222222225
458,20437.46
459,27712.376666666667
460,17668.51
461,21950.046666666665
462,31985.22
463,32414.99
464,29002.666666666668
465,26810.903333333332
466,22498.963333333333
467,14043.653333333334
468,25831.276261373034
469,34178.31
470,20296.0
471,22480.66
472,22979.0
473,30943.66
474,23420.666666666668
475,134026.46
476,36365.833333333336
477,25840.846153846152
478,23408.333333333332
479,39006.34095238095
480,25563.75
481,163509.98333333334
482,17476.456666666665
483,48315.996666666666
484,15913.266666666666
485,17062.593333333334
486,27298.626666666667
487,26214.646666666667
488,21168.333333333332
489,27065.33
