INDEX,RENT
1,36326.66
2,21085.626666666667
3,22568.65245614035
4,26522.996666666666
5,30379.906666666666
6,41344.025555555556
7,77206.57333333333
8,26718.91
9,25142.22333333333
10,37647.90666666667
11,18650.333333333332
12,64919.583333333336
13,44627.61666666667
14,33686.666666666664
15,21353.63
16,28501.236666666668
17,24443.0
18,35476.32666666667
19,23611.06333333333
20,36212.66333333333
21,53866.56333333333
22,35656.29
23,25598.333333333332
24,22286.0
25,12420.086666666666
26,19973.826666666668
27,24969.743174603176
28,18325.17
29,38272.36777777778
30,38177.044444444444
31,27183.360037878785
32,28762.266666666666
33,39060.666666666664
34,27304.6
35,17524.25
36,30674.183333333334
37,25855.346666666668
38,21606.0
39,14894.72
40,29167.32
41,29573.014263055673
42,24784.913333333334
43,22016.663333333334
44,16897.173333333332
45,26838.57
46,24502.58
47,32691.993333333332
48,36909.93
49,16654.97
50,16805.826666666668
51,30089.623333333333
52,15142.986666666666
53,25415.996666666666
54,20099.25
55,23869.326666666668
56,22205.25999287749
57,28593.93
58,61194.653333333335
59,58859.71
60,25013.996666666666
61,30589.55222222222
62,23770.333333333332
63,18367.446666666667
64,21914.5
65,24699.0
66,32349.33
67,34430.99
68,45888.98
69,28337.513888888894
70,23642.58
71,25005.501817266046
72,30648.149084967317
73,27948.981666666667
74,21629.173333333332
75,22436.933333333334
76,18198.666666666668
77,24959.59
78,35212.833333333336
79,33070.28666666667
80,20846.37
81,32994.88888888888
82,60281.24
83,49814.28
84,31495.333333333332
85,30739.996666666666
86,68852.62
87,36606.53333333333
88,23204.556666666667
89,25488.666666666668
90,18779.88
91,19476.903333333332
92,43706.183333333334
93,37383.806666666664
94,24979.86
95,25839.694444444445
96,23210.7
97,30376.65
98,24741.0935978836
99,28274.98315018315
100,19260.05
101,21025.67
102,26825.18666666667
103,25859.56
104,20611.95
105,26932.777777777777
106,36475.513333333336
107,22046.463333333333
108,19546.37
109,37555.96666666667
110,27247.616666666665
111,22749.666666666668
112,39331.94
113,19154.66
114,29480.333333333332
115,26186.306666666667
116,20292.566666666666
117,23504.916666666668
118,30996.663333333334
119,17680.993333333332
120,29478.409702524576
121,28494.383063492067
122,18596.5
123,21480.0
124,24601.243934342987
125,36620.52222222222
126,24196.22333333333
127,27197.88851851852
128,21325.77138888889
129,28517.15502358752
130,30504.646666666667
131,27666.953333333335
132,32724.0
133,25025.626666666667
134,30555.946666666667
135,25896.22
136,28903.493333333332
137,23832.31333333333
138,37623.456666666665
139,28593.751111111113
140,24408.573787878788
141,35446.666666666664
142,61887.61
143,21985.663333333334
144,23917.903333333332
145,24413.31011111111
146,31390.972137566136
147,20650.33
148,21065.73
149,26006.89311179017
150,26785.902280439812
151,32804.24
152,25859.483333333334
153,27017.333333333332
154,28791.656666666666
155,44346.66
156,31823.493333333332
157,30691.201666666668
158,22175.581222753855
159,20602.663333333334
160,57783.44555555556
161,22126.303333333333
162,22769.5
163,28562.226666666666
164,22469.06
165,26504.23
166,21077.308888888885
167,41201.66916666667
168,24822.976060606063
169,28475.916818181824
170,25020.283333333333
171,128449.51666666666
172,20434.646666666667
173,106858.11460317459
174,24964.830734158626
175,52239.32666666667
176,25129.333333333332
177,34919.05333333334
178,31549.656666666666
179,23350.673333333332
180,12238.14
181,124465.66333333333
182,30350.15
183,24973.83
184,30017.57
185,24791.33
186,25893.456666666665
187,26126.8
188,20240.59
189,26494.663333333334
190,29770.346666666668
191,34577.89133333333
192,28320.79047619048
193,26991.269356725144
194,73506.69666666667
195,27022.0
196,27697.16222222222
197,23240.36125
198,25690.996666666666
199,38298.76222222222
200,31702.61
201,40549.666666666664
202,23031.666666666668
203,42658.83666666667
204,21915.593333333334
205,47465.95
206,34766.29666666667
207,27859.08
208,34020.05
209,27398.926666666666
210,32320.33
211,52612.566666666666
212,29512.31
213,22391.158888888887
214,33959.31333333333
215,14809.79
216,58488.81111111112
217,20969.183333333334
218,30975.833333333332
219,41011.26
220,22233.326666666668
221,120806.66666666667
222,17830.243333333332
223,35857.59
224,20084.126666666667
225,25055.294375
226,16011.3
227,26610.873846153845
228,44974.93
229,33597.92444444445
230,21830.333333333332
231,15906.983333333334
232,25429.826666666668
233,22744.11
234,23908.66376984127
235,22631.787104575164
236,27578.03125
237,48799.433333333334
238,24254.159333333333
239,25244.69
240,61935.50222222221
241,26565.490476190476
242,30283.743333333332
243,30125.666666666668
244,26048.41
245,32991.863333333335
246,26794.983333333334
247,22403.636666666665
248,37538.0
249,22209.256666666668
250,22043.33
251,22453.753333333334
252,38973.222222222226
253,24060.733333333334
254,24859.71738095238
255,24585.31
256,47148.333333333336
257,14308.92
258,29017.993333333332
259,20060.22
260,92363.6
261,21491.99
262,51204.986666666664
263,50862.986666666664
264,28832.913174603178
265,25958.883333333335
266,24516.11
267,23817.76273148148
268,35882.27333333333
269,20671.73
270,23095.996666666666
271,29615.283333333333
272,22185.79648180338
273,29093.85
274,25637.992
275,49662.62333333334
276,65553.29333333333
277,25422.606666666667
278,14712.146666666667
279,98053.13666666667
280,30994.896666666667
281,38759.306666666664
282,27505.623333333333
283,18789.683333333334
284,19597.976666666666
285,102581.63333333333
286,30949.503333333334
287,26944.50393650794
288,25958.92
289,21286.586666666666
290,27901.233333333334
291,23343.43666666667
292,53094.92333333333
293,26046.222222222223
294,67080.29
295,33453.363333333335
296,21767.24
297,24280.626666666667
298,40360.96666666667
299,35921.6
300,22522.983333333334
301,23336.265555555558
302,83307.22666666667
303,39725.64666666667
304,24840.226666666666
305,42085.653333333335
306,29926.824561403504
307,22542.64
308,20801.333333333332
309,29439.933333333334
310,34811.996666666666
311,26436.133333333335
312,45569.03666666667
313,46751.64000000001
314,30765.69
315,28225.0
316,27583.68942039442
317,26460.623333333333
318,22769.02
319,21075.996666666666
320,15350.243333333334
321,25204.17807488807
322,64574.16
323,38588.37666666666
324,22043.07
325,39344.996666666666
326,36276.596666666665
327,18596.47333333333
328,30689.326666666668
329,40302.666666666664
330,24272.33
331,26984.94
332,24238.76
333,23399.836666666666
334,34019.996666666666
335,22779.986666666668
336,27581.19
337,23858.783333333333
338,27714.0
339,24122.43
340,32954.99333333333
341,27592.65
342,24901.986666666668
343,32502.952222222226
344,95354.36
345,50698.58666666667
346,24685.69
347,17582.273333333334
348,31395.64
349,25137.5575
350,48873.33
351,50221.94
352,18021.666666666668
353,22862.10305555555
354,42212.653333333335
355,24611.94
356,22292.97333333333
357,20632.163333333334
358,21110.893333333333
359,37141.99333333333
360,56135.55444444444
361,22651.529178338005
362,26430.646666666667
363,16520.4
364,25511.25
365,20529.146666666667
366,23157.0
367,22952.393333333333
