INDEX,RENT
1,35257.98333333333
2,26537.626666666667
3,23376.47346153846
4,23962.93
5,33244.79111111111
6,42449.95222222222
7,66985.31333333334
8,24044.283333333333
9,26962.126666666667
10,35094.043333333335
11,18615.833333333332
12,64355.653333333335
13,45201.246666666666
14,32889.985
15,20279.013333333332
16,24705.56484848485
17,24008.666666666668
18,32996.316666666666
19,22529.25523809524
20,36021.333333333336
21,55741.886666666665
22,35338.573333333334
23,23331.96031746032
24,19557.333333333332
25,11550.44
26,17181.736666666668
27,24831.653333333332
28,18238.59
29,37097.391111111116
30,35497.316666666666
31,28961.504841269845
32,24502.343333333334
33,37529.333333333336
34,30764.083333333332
35,18218.923333333332
36,30886.636666666665
37,24505.08
38,21295.166666666668
39,14998.483333333334
40,26833.996666666666
41,29643.61788374665
42,29530.31555555556
43,21848.8
44,18093.6
45,30161.916666666668
46,21770.316666666666
47,31196.66
48,35134.26666666667
49,22702.036666666667
50,19506.016969696968
51,30688.333333333332
52,14490.666666666666
53,26364.0
54,20396.0
55,24107.0
56,22835.99
57,28004.766666666666
58,61819.96333333333
59,52721.68666666667
60,25625.986666666668
61,30547.22222222222
62,22533.666666666668
63,16571.583333333332
64,21425.0
65,26438.996666666666
66,31621.54222222222
67,29080.0
68,43352.65
69,28576.666666666668
70,22646.39
71,23584.819461066032
72,31771.93
73,29556.943333333333
74,22940.013333333332
75,22476.095873015875
76,24101.993333333332
77,23595.893333333333
78,35076.0
79,33957.74333333333
80,22922.333333333332
81,32025.427777777775
82,57948.823333333334
83,51734.26666666667
84,32600.0
85,31586.0
86,68101.92333333334
87,36553.56476190476
88,24163.3481547619
89,23933.052222222224
90,20601.49
91,23554.166666666668
92,43927.98
93,35719.41333333333
94,24982.85
95,25799.246666666666
96,22330.333333333332
97,31448.323333333334
98,22871.16333333333
99,28925.296666666665
100,19480.133333333335
101,21070.316666666666
102,25131.632222222222
103,25029.65222222222
104,20833.626666666667
105,26035.0
106,36490.56333333333
107,23112.316666666666
108,21145.846666666668
109,36073.33
110,24915.93666666667
111,26010.333333333332
112,39447.04777777778
113,15924.776666666667
114,28745.0
115,26851.996666666666
116,17791.77
