INDEX,RENT
1,36660.32666666667
2,21874.966666666667
3,23286.77361111111
4,25086.75
5,29973.145555555555
6,41457.28555555555
7,75558.87
8,24568.73
9,27512.39
10,35284.212222222224
11,18314.916666666668
12,64542.59333333333
13,44439.26
14,32988.32666666667
15,21528.06
16,26821.546666666665
17,24735.666666666668
18,34975.97
19,23146.67
20,35492.316666666666
21,54080.59333333333
22,34695.94
23,22553.055555555555
24,21250.0
25,14883.546666666667
26,17848.206666666665
27,24627.015555555558
28,18054.58
29,37018.25666666667
30,37187.63
31,27576.323333333334
32,28001.143333333333
33,37548.66333333333
34,29483.83
35,17985.316666666666
36,31112.99
37,24495.515333333333
38,21364.0
39,15275.653333333334
40,27896.323333333334
41,29738.148716994194
42,29436.09555555556
43,21639.266666666666
44,18802.033333333333
45,26821.28
46,22012.696666666667
47,33698.666666666664
48,38168.96
49,18834.963333333333
50,20155.633333333335
51,30356.29
52,14686.276666666667
53,25647.333333333332
54,20541.333333333332
55,24001.663333333334
56,22593.643333333333
57,27465.73
58,60493.98333333333
59,59587.083333333336
60,25284.793333333335
61,30567.0
62,22452.824074074073
63,17066.47333333333
64,21434.61904761905
65,28710.99
66,31958.888888888887
67,32819.666666666664
68,45985.64
69,28463.333333333332
70,22900.506666666668
71,23924.363287117365
72,30856.28
73,27619.653333333332
74,17565.84
75,22554.568888888887
76,20711.27666666667
77,25220.486666666668
78,34950.0
79,33187.62666666666
80,22903.586666666666
81,31985.62333333334
82,58086.27333333333
83,50728.24333333333
84,31431.326666666668
85,31600.0
86,69282.57666666666
87,34535.455555555556
88,23402.613333333335
89,25122.666666666668
90,19877.706666666665
91,20547.516666666666
92,45001.66333333333
93,36532.416666666664
94,26588.143333333333
95,26688.305802469135
96,23724.333333333332
97,31688.28
98,25276.996666666666
99,29247.3
100,18867.933333333334
101,21065.073333333334
102,25609.809871794874
103,28969.546666666665
104,20556.89
105,27632.666666666668
106,37465.60333333333
107,20466.996666666666
108,21139.9825
109,37071.01
110,25151.064444444448
111,21451.0
112,37318.397777777776
113,18842.203333333335
114,29395.0
115,32818.98333333333
116,16549.77666666667
117,27022.726666666666
118,31124.333333333332
119,18180.656666666666
120,29043.33
121,28436.04
122,19819.5
123,21493.333333333332
124,25035.333333333332
125,35895.61
126,24162.143333333333
127,27311.066666666666
128,20781.274345238096
129,28341.895555555555
130,30415.78
131,27589.286666666667
132,32754.0
133,25589.49
134,31250.963333333333
135,24944.31
136,28268.853333333333
137,23781.333333333332
138,37804.69
139,27927.304444444442
140,24200.0
141,35136.666666666664
142,62259.62444444445
143,21006.666666666668
144,24060.466666666667
145,24215.576557994493
146,30277.374911597726
147,24219.84
148,21596.453333333335
149,25445.40774258421
150,24092.59212961676
151,27969.12
152,26025.383333333335
153,27529.33
154,28861.656666666666
155,44199.996666666666
156,32196.71888888889
157,30252.246666666666
158,22134.18
159,18963.266666666666
160,59101.96333333333
161,24803.333333333332
162,19391.333333333332
163,27797.03111111111
164,22056.98
165,25324.823333333334
166,20866.25218181818
167,40615.066666666666
168,24017.103333333333
169,27553.642222222225
170,24583.124166666665
171,128700.15
172,23474.31333333333
173,111758.827
174,24181.323333333334
175,51386.66333333333
176,23852.383333333335
177,34947.693333333336
178,32460.83
179,23899.21
180,11324.33
181,127534.32333333333
182,31173.286666666667
183,27995.946666666667
184,31158.22
185,25017.0
186,23330.88
187,26736.23
188,17157.256666666668
189,24231.393333333333
190,29563.083333333332
191,35069.2
192,28326.346031746034
193,23539.15570707071
194,74047.35333333333
195,27346.0
196,54797.653333333335
197,22935.859388888886
198,26768.333333333332
199,38933.45666666667
200,31187.12
201,40154.32666666667
202,26979.166666666668
203,42987.97888888889
204,21466.364444444447
205,48154.178888888884
206,35821.031111111115
207,27744.323333333334
208,35105.333333333336
209,26965.55
210,32619.0
211,51731.54
212,27763.286666666667
213,21615.63
214,31144.02666666667
215,15808.53
216,58017.316666666666
217,20682.613333333335
218,35742.66
219,41608.18
220,21926.33
221,119813.33333333333
222,11583.12
223,36014.09333333333
224,16239.666666666666
225,24862.227777777778
226,16006.616666666667
227,26251.806666666667
228,44612.23
229,35745.64666666667
230,24467.833333333332
231,17726.45
232,25059.56
233,23640.41
234,23280.523333333334
235,22561.463333333333
236,30360.666666666668
237,48539.14
238,23233.694290935673
239,28119.333333333332
240,61103.32
241,26630.0
242,31916.33
243,29373.333333333332
244,25077.306666666667
245,32256.233333333334
246,26623.99
247,22860.64
248,35620.666666666664
249,22346.63
250,21539.66
251,29643.576666666668
252,39484.333333333336
253,23976.38
254,24991.06
255,24869.195888888884
256,59333.333333333336
257,15598.093333333334
258,31716.886666666665
259,19277.196666666667
260,91476.24666666667
261,21410.376666666667
262,51164.323333333334
263,51879.636666666665
264,28590.19968253969
265,26438.68666666667
266,25534.62
267,23633.948656084656
268,37162.31
269,17230.506666666668
270,22319.0
271,28157.896666666667
272,22261.85496503627
273,25734.826666666668
274,24254.95
275,49483.63333333333
276,66863.31666666667
277,24993.646666666667
278,21524.743333333332
279,100317.84
280,29243.243333333332
281,39663.64666666667
282,25273.993333333332
283,18235.126666666667
284,19159.906666666666
285,105224.93
286,31713.173333333332
287,26628.756666666668
288,26213.0
289,20796.583333333332
290,26750.883333333335
291,32270.663333333334
292,52627.95
293,24685.0
294,67694.27666666667
295,33006.69666666666
296,26880.086666666666
297,20075.216666666667
298,41105.34
299,37328.301666666666
300,19644.99
301,23080.163333333334
302,82881.18666666666
303,37918.653333333335
304,24087.267272727273
305,39969.636666666665
306,31278.16
307,22200.646666666667
308,20089.0
309,26814.666666666668
310,33413.333333333336
311,25860.73
312,43897.27777777778
313,45687.66333333333
314,30498.03
315,28351.0
316,27782.573333333334
317,25849.55
318,23618.933333333334
319,21937.933333333334
320,15392.413333333334
321,25274.875532897902
322,63387.82222222222
323,39136.69666666666
324,14638.506666666666
325,38800.0
326,37381.573333333334
327,18636.516666666666
328,30439.98
329,40996.986666666664
330,24183.3
331,26455.12
332,23321.956666666665
333,21097.336666666666
334,33935.99333333333
335,22622.673333333332
336,24856.086666666666
337,25009.63
338,27712.409090909092
339,24234.1
340,34742.666666666664
341,32447.323333333334
342,23567.33
343,32652.703333333335
344,95675.65
345,49337.29
346,24916.633333333335
347,19671.02666666667
348,31544.453333333335
349,25545.353333333333
350,49176.66333333333
351,48295.62
352,17830.333333333332
353,21510.191793650793
354,39982.926666666666
355,25147.66
356,22886.585555555554
357,16348.145555555557
358,21088.323333333334
359,36521.653333333335
360,55775.16333333333
361,22873.102564102563
362,25274.613333333335
363,17016.4
364,18615.24
365,19853.716666666667
366,22043.0
367,22223.77666666667
368,18429.766666666666
369,30679.512222222227
370,31450.31333333333
371,17490.993333333332
372,27644.996666666666
373,29594.33
374,23011.583333333332
375,50595.66333333333
376,17533.726666666666
377,19217.763333333332
378,27180.666666666668
379,24082.99
380,23929.593333333334
381,22267.335555555557
382,33550.98333333333
383,35814.013333333336
384,26465.483333333334
385,21033.82222222222
386,17364.58
387,32990.0
388,39603.333333333336
389,14777.82
390,20123.333333333332
391,21860.666666666668
392,31231.287777777772
393,29030.9
394,40745.0
395,35513.636666666665
396,23041.683333333334
397,13287.456666666667
398,35500.99
399,26343.0
400,24619.033333333333
401,38397.87333333334
402,42955.33
403,20878.323333333334
404,32931.751111111116
405,20624.086666666666
406,24559.98
407,22550.791313131314
408,23772.523333333334
409,23301.084444444445
410,28890.333333333332
411,24581.98
412,20706.333333333332
413,24660.763333333332
414,22928.0
415,26834.553333333333
416,27138.0
417,33393.973333333335
418,36064.276666666665
419,22959.096666666668
420,64846.37333333334
421,23893.876666666667
422,47141.31333333333
423,37161.45
424,18246.98
425,22498.491313131315
426,30992.13555555556
427,22014.856666666667
428,18444.843333333334
429,23759.09
430,25464.42
431,30177.625
432,51312.62
433,31493.296666666665
434,20176.463333333333
435,20093.58
436,34310.66444444444
437,26844.635
438,22287.83
439,24290.0
440,17921.046666666665
441,21224.9
442,22645.246666666666
443,25353.55555555556
444,22923.46
445,28261.666666666668
446,17658.25
447,24320.113333333335
448,28280.97
449,24457.221666666668
450,16878.666666666668
451,32020.31333333333
452,22836.986666666668
453,19028.996666666666
454,68201.76666666666
455,63850.166666666664
456,28152.29466666667
457,25432.0
458,21041.666666666668
459,28469.493333333332
460,18316.07222222222
461,26994.296666666665
462,30754.626666666667
463,31373.65
464,29046.666666666668
465,29524.636666666673
466,17104.363333333335
467,11700.983333333334
468,25941.666666666668
469,35513.65
470,20056.083333333332
471,22905.33
472,22442.582083333335
473,27869.0
474,23152.316666666666
475,135539.50666666665
476,32125.69888888889
477,26817.856666666667
478,22490.82
479,40827.17
480,28817.993333333332
481,162486.65333333332
482,19372.826666666668
483,46545.973333333335
484,15249.896666666667
485,17431.013333333332
486,26575.553333333333
487,26370.666666666668
488,20071.0
489,27212.663333333334
490,24993.866666666665
491,32454.64
492,29928.672222222227
493,13522.16
494,36316.7095079365
495,16327.953333333333
496,42345.33
497,45632.32
498,24199.423333333332
499,36896.39166666667
500,80360.90666666666
501,21443.203333333335
502,157240.62
503,25266.546666666665
504,30139.549365079365
505,22701.081111111114
506,19728.343333333334
507,32235.98
508,26745.153333333332
509,28311.352222222227
510,44848.943333333336
511,33255.66
512,31793.32
513,18559.426666666666
514,25508.662333333334
515,38149.30333333334
516,22766.666666666668
517,40213.19222222223
518,28783.22
519,31327.326666666668
520,26499.083333333332
521,26967.483333333334
522,23584.666666666668
523,22359.666666666668
524,24640.514166666668
525,27217.333333333332
526,27927.53476190476
527,32214.206666666665
528,27880.97
529,25788.943333333333
530,27825.44111111111
