INDEX,RENT
1,36275.4
2,22779.8
3,23037.458
4,24597.518
5,31869.622
6,43079.30133333333
7,74921.912
8,24048.164666666664
9,26155.988
10,33904.168
11,18442.4
12,62605.478
13,44477.648
14,33295.498
15,20982.192666666666
16,25096.038
17,24455.2
18,34541.406
19,23170.032
20,35804.172
21,54027.098
22,29700.6
23,22408.17142857143
24,21259.25
25,13269.76
26,18037.942
27,25500.994
28,17949.51
29,37435.164
30,39015.758
31,23795.18
32,28313.386
33,36139.396
34,26958.712
35,19141.058
36,30765.388
37,24981.372666666663
38,21477.8
39,14943.392
40,28166.99
41,29580.752
42,31009.109
43,22301.32
44,19440.832
45,31240.618
46,20717.582
47,34411.196
48,35637.346
49,25920.394
50,19198.474
51,30067.2
52,15154.342
53,26517.386
54,20504.0
55,23971.796
56,23802.588
57,28135.254666666668
58,63195.956
59,59709.025
60,27726.98
61,30517.809523809527
62,22775.88333333333
63,16405.08
64,21681.866666666665
65,26678.8
66,32054.125333333333
67,33277.863333333335
68,44134.38
69,28204.0
70,18808.19
71,24133.35
72,31303.551999999996
73,28948.534
74,25056.196
75,22710.21933333333
76,22096.574
77,24071.772
78,35220.0
79,32738.374
80,21509.978
81,34591.48933333333
82,61361.972
83,49945.544
84,32094.994
85,31661.8
86,71541.132
87,39770.66266666667
88,23482.33
89,22984.06
90,18371.912
91,21141.81
92,44753.6
93,36708.602
94,26309.116
95,26251.198
96,21266.1
97,29694.17
98,25791.013333333332
99,29573.344
100,19657.646
101,20580.51
102,25799.578
103,29441.268
104,21023.558
105,27449.2
106,36446.27
107,24601.8
108,21348.876
109,35816.434
110,25262.803333333333
111,21185.2
112,30386.422
113,19266.346666666668
114,29146.6
115,30230.794
116,16132.226
117,29061.284
118,31089.0
119,16045.388
120,29177.198
121,28195.446
122,21464.162
123,21560.2
124,25646.733333333334
125,36813.994
126,29499.63133333333
127,26711.892
128,21359.96495238095
129,28495.299333333336
130,30864.17
131,27056.534
132,34359.4
133,24714.622
134,29542.932
135,24847.606
136,29137.42066666667
137,24127.594
138,38279.376
139,28945.733333333334
140,23080.85
141,35024.998
142,63542.932
143,25777.798
144,24091.548666666666
145,24181.11
146,26366.96
147,24086.898
148,22666.236
149,25548.0
150,23938.572
151,27368.622
152,26127.142
153,25313.996
154,28976.998
155,44171.998
156,32425.566
157,29318.184
158,21960.11466666667
159,22021.916
160,59336.666
161,24850.2
162,24116.998
163,30212.50933333333
164,19798.764
165,24996.412
166,21045.736
167,41235.562
168,23517.95666666667
169,27740.144000000004
170,23856.754
171,126621.068
172,24301.81
173,110871.05566666665
174,24982.988
175,52282.144
176,23636.733333333334
177,33808.37
178,32399.36342857143
179,23919.24
180,13112.234
181,131944.796
182,30649.968
183,29637.874
184,30393.396
185,25999.0
186,24257.25
187,26598.35
188,16428.716
189,24935.428
190,29345.31
191,34654.401333333335
192,28093.01714285714
193,26041.39
194,73117.26
195,26975.8
196,46849.51333333333
197,22330.156
198,26543.998
199,39387.866666666654
200,32150.21
201,40156.698
202,26571.598
203,43043.866
204,20942.54533333333
205,52483.62
206,35318.48933333334
207,27011.198
208,35223.842
209,29228.488
210,31667.598
211,48589.44716666667
212,28555.982
213,21796.156
214,31745.13333333333
215,15503.944
216,59336.026666666665
217,20274.596
218,35740.998
219,40775.65133333333
220,21483.262666666666
221,119428.0
222,14044.378
223,35949.424
224,17150.462
225,24913.95
226,16560.382
227,25765.598
228,45417.924
229,35469.472
230,24358.5
231,17789.646
232,25081.926
233,20384.644666666663
234,22840.634
235,23284.362
236,29628.7
237,46609.944
238,23663.256000000005
239,28685.25
240,61026.630666666664
241,26876.947333333334
242,33189.65
243,30213.59
244,25083.79333333333
245,33159.3758
246,27385.58
247,22952.702
248,35827.0
249,23822.952
250,25577.398
251,26428.514
252,38613.4
253,24707.301333333333
254,24949.908
255,25110.92066666667
256,58438.0
257,18940.634000000005
258,31009.576
259,19320.32
260,89969.95
261,21478.2
262,51837.198
263,50820.174
264,28326.5
265,26386.746
266,25793.268
267,23870.898
268,38735.188
269,18276.61
270,22380.533333333336
271,28320.13
272,21164.078
273,25839.267809523808
274,25220.158
275,49086.326
276,66780.384
277,24618.372
278,20913.298
279,104471.854
280,29491.25352380953
281,41127.198
282,25548.598
283,18589.03
284,18673.86
285,104304.95
286,31520.1
287,26690.276
288,25206.596
289,19102.118
290,27022.458
291,24521.358666666663
292,52676.338
293,25889.8
294,64373.956
295,32225.686
296,30349.49942857144
297,24792.048
298,40036.358
299,37069.948
300,21004.388
301,24298.564
302,81610.0
303,35644.116
304,25127.54
305,44916.558
306,30762.466666666667
307,23284.246
308,19733.696
309,26922.2
310,33668.4
311,25447.2
312,43627.08266666666
313,50169.06466666667
314,30575.746666666666
315,28510.6
316,27708.704
317,23324.842
318,22164.602
319,20053.694
320,16084.906
321,25020.128380952385
322,64283.77333333333
323,40031.752
324,16232.299333333334
325,41279.2
326,36031.9816
327,20794.76
328,30912.085333333333
329,39727.996
330,23873.07
331,25383.448666666667
332,23690.934
333,21296.837366666663
334,34249.0
335,21928.670952380955
336,24387.454
337,26219.906
338,28375.6
339,24531.252666666667
340,29713.654
341,32502.4
342,22925.398
343,32627.499
344,89180.716
345,50011.576
346,23897.554
347,20450.098
348,31682.774
349,27363.4
350,48988.332
351,49156.574
352,17591.4
353,21604.4443
354,39654.184
355,25223.998
356,23259.018666666663
357,17608.75
358,22893.566
359,31951.794
360,55332.42133333334
361,22825.966666666667
362,24504.880857142864
363,18884.598
364,21417.294
365,19651.086
366,22784.179333333333
367,22713.718
368,18325.16
369,30520.857333333337
370,27355.596
371,18284.0
372,27740.4
373,29554.816
374,22825.246
375,30179.0
376,17856.438
377,20022.056
378,28312.196
379,23999.91
380,24017.128
381,21536.22714285714
382,33943.786
383,34862.956
384,26216.752
385,20664.098
386,17214.164
387,32930.0
388,39410.998
389,17433.976
390,20967.2
391,21235.6
392,31997.292
393,28965.073333333337
394,40909.394
395,34994.57
396,19845.924
397,13420.748
398,35512.396
399,25891.6
400,24850.092
401,35911.722
402,43092.998
403,21646.85
404,32310.152
405,19686.304
406,20848.644
407,22709.92638095238
408,23913.644
409,24096.727333333336
410,30336.226
411,23986.618
412,20953.6
413,24734.464
414,22876.2
415,26654.439333333332
416,26638.6
417,33078.968
418,36339.185333333335
419,23208.572
420,64192.298
421,24242.154
422,49234.982
423,36518.552
424,19055.358
425,23298.418666666665
426,31671.098
427,21971.63
428,20182.08
429,24010.59
430,26169.176
431,29936.765
432,51799.984
433,29152.38
434,20047.37
435,19916.492
436,33884.62466666667
437,27101.04466666667
438,22726.3
439,25177.374
440,16416.944
441,20434.488
442,22961.25
443,25336.6
444,23196.120333333336
445,23462.344
446,18404.798
447,25095.85
448,28323.396
449,26060.098
450,18021.948
451,31667.2
452,23569.994
453,19290.396
454,68086.004
455,54583.974
456,28292.784
457,25332.598
458,20447.724
459,27993.412
460,18456.27866666667
461,26299.942
462,30939.47
463,30510.378
464,28984.6
465,29715.060000000005
466,17202.295333333335
467,14947.586
468,25714.798
469,37032.6
470,20103.2
471,22863.796
472,23025.996
473,28027.333333333336
474,23575.984
475,138354.018
476,34753.132
477,26261.0
478,22775.988
479,41302.61266666667
480,29055.4
481,162763.99
482,18077.204
483,41058.2
484,16573.19
485,18221.58
486,28899.2
487,25994.392
488,24831.2
489,26803.062666666665
490,25121.456
491,31664.558
492,29877.319333333333
493,14267.358
494,37007.92633333333
495,17185.048
496,42303.6
497,46717.67
498,23500.932666666664
499,41934.884
500,80021.924
501,21372.656
502,156323.484
503,26054.744
504,30406.808
505,22069.857333333333
506,21852.193333333336
507,31082.89
508,27346.776
509,27752.998
510,45784.202
511,33258.194
