INDEX,RENT
1,35860.986666666664
2,27034.643333333333
3,22583.726666666666
4,26658.33
5,32722.153333333332
6,42052.02555555556
7,70215.26333333334
8,24908.076666666668
9,26014.58
10,38539.58666666667
11,18553.916666666668
12,65008.416666666664
13,45152.89333333333
14,33533.333333333336
15,21944.023333333334
16,27857.27666666667
17,24392.333333333332
18,34190.99333333333
19,23305.37388888889
20,35944.66333333333
21,54509.573333333334
22,34097.253333333334
23,25371.666666666668
24,21610.333333333332
25,11100.893333333333
26,19242.34
27,25102.086406926406
28,18251.903333333332
29,37191.25666666667
30,36741.62
31,27767.823333333334
32,28122.613333333335
33,37082.0
34,28816.39444444444
35,17981.97333333333
36,30603.293333333335
37,25781.971111111114
38,21543.166666666668
39,14792.44222222222
40,29773.663333333334
41,29719.033341187045
42,25824.79222222222
43,22463.316666666666
44,17603.933333333334
45,30341.416666666668
46,23857.553333333333
47,32648.663333333334
48,38038.29666666667
49,20030.47333333333
50,17283.226666666666
51,30378.33
52,14589.0
53,25856.33
54,19979.666666666668
55,23759.33
56,22289.963333333333
57,28531.0
58,61619.96
59,56726.35333333333
60,25336.646666666667
61,30618.0
62,23331.666666666668
63,17310.25
64,21182.625
65,26997.333333333332
66,32657.21555555556
67,31279.333333333332
68,44207.65666666667
69,28390.476190476194
70,22684.613333333335
71,24901.32629445629
72,30151.793333333335
73,29306.966666666667
74,24100.8
75,22895.792222222222
76,19721.096666666668
77,24983.22
78,35492.996666666666
79,34470.29
80,23050.96
81,33436.92333333333
82,58419.54666666667
83,50744.26
84,32680.33
85,31060.333333333332
86,68494.29333333333
87,37974.29888888889
88,23165.266666666666
89,24913.333333333332
90,19824.796666666665
91,19678.496666666666
92,44328.49333333333
93,35823.08
94,24201.593333333334
95,25350.28
96,22907.666666666668
97,30660.316666666666
98,24687.16
99,28390.976666666666
100,19453.663333333334
101,20757.386666666665
102,27001.876666666667
103,25472.236666666668
104,20222.263333333332
105,26881.0
106,37221.276666666665
107,23606.853333333333
108,19649.68
109,36807.91
110,27188.051111111112
111,27376.0
112,35882.97
113,18980.636666666665
114,29571.333333333332
115,25442.33
116,20908.986666666668
117,24037.02666666667
118,30956.663333333334
119,18009.91
120,29350.167905982908
121,28605.77898913043
122,18041.98
123,21540.0
124,24809.868548418322
125,34639.56
126,25043.726666666666
127,27104.596666666668
128,21560.24222222222
129,28821.57308862434
130,29831.923333333332
131,27685.246666666666
132,32885.0
133,25435.43949404762
134,35393.0
135,26274.583333333332
136,29600.173333333332
137,23790.323333333334
138,41850.09
139,28747.21
140,23033.316666666666
141,34840.99333333333
142,60569.96333333333
143,22632.263333333332
144,23181.326666666668
145,24243.249047619047
146,31748.02372665733
147,23481.533333333333
148,22619.886666666665
149,26014.98407970914
150,27946.2561971587
